week,ruralpop,ruraldeaths,ruraldeathrate,urbanpop,urbandeaths,urbandeathrate,excessdeathsYN,excessdeath%,ruralicubedsavg,urbanicubedsavg,ruralicuoccupancy,urbanicuoccupancy,ruralinptbeds,urbaninptbeds
1/2/2022,6139339.0,245.0,3.990657626171156,4987417.0,179.0,3.589032158329652,true,27.7327215935158,1.0022727272727272,11.652054794520549,0.7613636363636364,10.089041095890408,15.538636363636362,109.78630136986298
1/9/2022,6139339.0,204.0,3.3228332887302683,4987417.0,160.0,3.208073437613097,true,25.3098808459312,0.9659090909090909,11.601369863013698,0.8181818181818182,10.075342465753423,14.44090909090909,108.99726027397259
1/16/2022,6139339.0,234.0,3.8114852429553085,4987417.0,196.0,3.929889961076044,true,27.921608465316,0.9727272727272727,11.29041095890411,0.6272727272727273,9.806849315068494,13.509090909090908,108.15068493150686
1/23/2022,6139339.0,260.0,4.234983603283676,4987417.0,202.0,4.050192714986535,true,23.6514608784019,1.009090909090909,11.254794520547945,0.7386363636363636,9.81917808219178,13.134090909090908,108.03013698630134
1/30/2022,6139339.0,205.0,3.339121687204437,4987417.0,149.0,2.9875183887771968,true,27.5667689276703,0.9181818181818181,11.164383561643836,0.7363636363636363,9.324657534246574,12.879545454545452,108.31917808219174
2/6/2022,6139339.0,178.0,2.899334928401901,4987417.0,142.0,2.847165175881624,true,13.4969257803871,0.9590909090909091,10.99041095890411,0.7159090909090909,9.268493150684934,12.94090909090909,108.15479452054795
2/13/2022,6139339.0,145.0,2.3618177787543577,4987417.0,109.0,2.1855000293739226,true,21.539079322608,0.9522727272727273,10.902739726027397,0.5681818181818182,8.952054794520548,12.94090909090909,107.84794520547945
2/20/2022,6139339.0,108.0,1.7591470352101422,4987417.0,80.0,1.6040367188065485,true,7.17192941847099,1.0159090909090909,10.753424657534245,0.6227272727272727,8.438356164383562,12.922727272727274,107.77397260273972
2/27/2022,6139339.0,69.0,1.123899494717591,4987417.0,47.0,0.9423715722988473,true,8.22021165748063,1.0795454545454546,10.601369863013696,0.615909090909091,8.438356164383563,12.693181818181818,108.74383561643833
3/6/2022,6139339.0,66.0,1.075034299295087,4987417.0,40.0,0.8020183594032743,false,0.819508475038621,0.9727272727272727,10.656164383561645,0.5204545454545454,8.25753424657534,12.506818181818183,108.39589041095888
3/13/2022,6139339.0,29.0,0.4723635557508715,4987417.0,23.0,0.46116055665688266,false,2.49545593809789,0.9022727272727273,10.68904109589041,0.3977272727272727,8.280821917808218,12.47272727272727,107.93287671232876
3/20/2022,6139339.0,36.0,0.5863823450700474,4987417.0,32.0,0.6416146875226194,false,2.78152339786363,0.8863636363636364,10.408219178082193,0.3977272727272727,8.183561643835619,12.527272727272724,107.46438356164381
3/27/2022,6139339.0,24.0,0.39092156338003164,4987417.0,20.0,0.40100917970163713,false,3.99125675464059,0.95,10.268493150684932,0.3409090909090909,7.731506849315067,12.47272727272727,106.63972602739724
4/3/2022,6139339.0,27.0,0.43978675880253554,4987417.0,23.0,0.46116055665688266,false,0.0,0.9409090909090909,10.584931506849317,0.625,8.197260273972603,12.534090909090908,107.04931506849316
4/10/2022,6139339.0,18.0,0.2931911725350237,4987417.0,14.0,0.280706425791146,false,0.071992221612093,0.9022727272727273,10.575342465753423,0.625,8.094520547945207,12.59772727272727,107.85342465753425
4/17/2022,6139339.0,21.0,0.3420563679575277,4987417.0,19.0,0.3809587207165553,false,0.430195192953525,0.8886363636363637,10.389041095890413,0.5113636363636364,7.832876712328768,12.465909090909092,108.22465753424656
4/24/2022,6139339.0,13.0,0.2117491801641838,4987417.0,11.0,0.22055504883590044,false,6.8930255545451,0.95,10.697260273972601,0.6227272727272727,8.342465753424657,12.422727272727274,108.5082191780822
5/1/2022,6139339.0,34.0,0.5538055481217115,4987417.0,28.0,0.561412851582292,false,0.0,0.9454545454545454,10.506849315068495,0.49090909090909096,8.13287671232877,12.554545454545455,107.28082191780821
5/8/2022,6139339.0,38.0,0.6189591420183834,4987417.0,32.0,0.6416146875226194,false,0.926609256358295,0.9522727272727273,10.56027397260274,0.5704545454545454,8.480821917808218,12.531818181818183,108.52739726027397
5/15/2022,6139339.0,34.0,0.5538055481217115,4987417.0,28.0,0.561412851582292,false,4.52360850114357,0.9522727272727273,10.665753424657533,0.5750000000000001,8.593150684931508,12.688636363636363,108.06164383561647
5/22/2022,6139339.0,60.0,0.9773039084500791,4987417.0,42.0,0.842119277373438,false,0.4069777054844,1.0159090909090909,10.54931506849315,0.5477272727272727,8.1,12.625,107.07123287671233
5/29/2022,6139339.0,47.0,0.7655547282858953,4987417.0,35.0,0.701766064477865,true,7.85815361988049,0.9454545454545454,10.543835616438356,0.5681818181818182,8.271232876712329,12.547727272727276,107.19999999999997
6/5/2022,6139339.0,35.0,0.5700939465958795,4987417.0,25.0,0.5012614746270464,false,3.92088531243424,0.9659090909090909,10.593150684931507,0.46136363636363636,8.243835616438357,12.586363636363636,107.34383561643835
6/12/2022,6139339.0,41.0,0.6678243374408873,4987417.0,33.0,0.6616651465077014,false,1.87844324914934,0.9568181818181819,10.43013698630137,0.45681818181818185,8.283561643835617,12.647727272727273,107.09041095890412
6/19/2022,6139339.0,45.0,0.7329779313375593,4987417.0,29.0,0.5814633105673739,false,4.11169393412722,0.9431818181818182,10.394520547945206,0.5545454545454546,7.979452054794522,12.561363636363637,107.65205479452052
6/26/2022,6139339.0,36.0,0.5863823450700474,4987417.0,26.0,0.5213119336121284,true,7.77562884975232,0.9568181818181819,10.363013698630139,0.5613636363636364,8.23013698630137,12.615909090909092,107.85890410958905
7/3/2022,6139339.0,39.0,0.6352475404925514,4987417.0,29.0,0.5814633105673739,true,8.62583444092402,0.9090909090909091,10.469863013698632,0.46136363636363636,8.538356164383561,12.390909090909092,106.1013698630137
7/10/2022,6139339.0,40.0,0.6515359389667194,4987417.0,34.0,0.6817156054927831,true,8.16084482099649,0.9204545454545454,10.620547945205479,0.45454545454545453,8.602739726027398,12.359090909090908,107.50410958904112
7/17/2022,6139339.0,47.0,0.7655547282858953,4987417.0,45.0,0.9022706543286837,false,0.678116550232631,0.925,10.364383561643836,0.625,8.4,12.465909090909092,106.12054794520549
7/24/2022,6139339.0,31.0,0.5049403526992076,4987417.0,21.0,0.421059638686719,true,7.63110317336471,0.9181818181818181,10.45068493150685,0.4954545454545455,8.491780821917807,12.520454545454545,106.25205479452055
7/31/2022,6139339.0,33.0,0.5375171496475435,4987417.0,23.0,0.46116055665688266,true,7.50214392380547,0.9409090909090909,10.487671232876714,0.5681818181818182,8.090410958904108,12.497727272727273,106.08082191780821
8/7/2022,6139339.0,41.0,0.6678243374408873,4987417.0,31.0,0.6215642285375376,true,10.3250952125104,0.9363636363636364,10.302739726027399,0.625,8.205479452054796,12.511363636363637,105.80273972602738
8/14/2022,6139339.0,35.0,0.5700939465958795,4987417.0,23.0,0.46116055665688266,false,1.1250083633435,0.9022727272727273,10.146575342465754,0.4977272727272727,7.956164383561641,12.472727272727274,105.2
8/21/2022,6139339.0,58.0,0.944727111501743,4987417.0,42.0,0.842119277373438,false,3.87900994679353,0.8613636363636363,10.399999999999999,0.6090909090909091,8.013698630136984,12.488636363636362,106.12739726027401
8/28/2022,6139339.0,46.0,0.7492663298117272,4987417.0,32.0,0.6416146875226194,false,4.24680598292338,0.8613636363636363,10.568493150684931,0.5113636363636364,8.39041095890411,12.631818181818181,106.07123287671234
9/4/2022,6139339.0,50.0,0.8144199237083993,4987417.0,38.0,0.7619174414331106,false,2.92765875872454,0.884090909090909,10.519178082191782,0.43863636363636366,8.54109589041096,12.513636363636364,106.83424657534249
9/11/2022,6139339.0,48.0,0.7818431267600633,4987417.0,30.0,0.6015137695524557,true,11.3204693738409,0.8772727272727273,10.56986301369863,0.3977272727272727,8.479452054794521,12.479545454545455,107.23972602739731
9/18/2022,6139339.0,44.0,0.7166895328633913,4987417.0,30.0,0.6015137695524557,false,5.32147010402274,0.8454545454545456,10.723287671232876,0.33409090909090905,8.76849315068493,12.479545454545452,108.18767123287667
9/25/2022,6139339.0,44.0,0.7166895328633913,4987417.0,30.0,0.6015137695524557,true,7.3389803089975,0.9090909090909091,10.57123287671233,0.48863636363636365,8.621917808219179,12.509090909090908,107.71917808219182
10/2/2022,6139339.0,44.0,0.7166895328633913,4987417.0,34.0,0.6817156054927831,false,1.21474022388255,0.8636363636363636,10.671232876712327,0.5113636363636364,8.501369863013698,12.57272727272727,108.11369863013702
