date,outcome,case_count,total_pop,Rate
3/4/2022,death,11,5562663,0.2
3/5/2022,death,6,5562663,0.11
3/6/2022,death,11,5562663,0.2
3/7/2022,death,4,5562663,0.07
3/8/2022,death,6,5562663,0.11
3/9/2022,death,12,5562663,0.22
3/10/2022,death,9,5562663,0.16
3/11/2022,death,10,5562663,0.18
3/12/2022,death,1,5562663,0.02
3/13/2022,death,6,5562663,0.11
3/14/2022,death,4,5562663,0.07
3/15/2022,death,4,5562663,0.07
3/16/2022,death,0,5562663,0
3/17/2022,death,7,5562663,0.13
3/18/2022,death,2,5562663,0.04
3/19/2022,death,3,5562663,0.05
3/20/2022,death,9,5562663,0.16
3/21/2022,death,2,5562663,0.04
3/22/2022,death,3,5562663,0.05
3/23/2022,death,7,5562663,0.13
3/24/2022,death,4,5562663,0.07
3/25/2022,death,6,5562663,0.11
3/26/2022,death,3,5562663,0.05
3/27/2022,death,2,5562663,0.04
3/28/2022,death,4,5562663,0.07
3/29/2022,death,2,5562663,0.04
3/30/2022,death,3,5562663,0.05
3/31/2022,death,6,5562663,0.11
4/1/2022,death,2,5562663,0.04
4/2/2022,death,3,5562663,0.05
4/3/2022,death,3,5562663,0.05
4/4/2022,death,2,5562663,0.04
4/5/2022,death,5,5562663,0.09
4/6/2022,death,6,5562663,0.11
4/7/2022,death,3,5562663,0.05
4/8/2022,death,2,5562663,0.04
4/9/2022,death,4,5562663,0.07
4/10/2022,death,3,5562663,0.05
4/11/2022,death,2,5562663,0.04
4/12/2022,death,2,5562663,0.04
4/13/2022,death,2,5562663,0.04
4/14/2022,death,3,5562663,0.05
4/15/2022,death,3,5562663,0.05
4/16/2022,death,1,5562663,0.02
4/17/2022,death,3,5562663,0.05
4/18/2022,death,3,5562663,0.05
4/19/2022,death,4,5562663,0.07
4/20/2022,death,1,5562663,0.02
4/21/2022,death,2,5562663,0.04
4/22/2022,death,0,5562663,0
4/23/2022,death,7,5562663,0.13
4/24/2022,death,3,5562663,0.05
4/25/2022,death,4,5562663,0.07
4/26/2022,death,2,5562663,0.04
4/27/2022,death,2,5562663,0.04
4/28/2022,death,1,5562663,0.02
4/29/2022,death,0,5562663,0
4/30/2022,death,0,5562663,0
5/1/2022,death,4,5562663,0.07
5/2/2022,death,0,5562663,0
5/3/2022,death,2,5562663,0.04
5/4/2022,death,9,5562663,0.16
5/5/2022,death,5,5562663,0.09
5/6/2022,death,5,5562663,0.09
5/7/2022,death,6,5562663,0.11
5/8/2022,death,6,5562663,0.11
5/9/2022,death,5,5562663,0.09
5/10/2022,death,3,5562663,0.05
5/11/2022,death,3,5562663,0.05
5/12/2022,death,5,5562663,0.09
5/13/2022,death,7,5562663,0.13
5/14/2022,death,6,5562663,0.11
5/15/2022,death,2,5562663,0.04
5/16/2022,death,4,5562663,0.07
5/17/2022,death,5,5562663,0.09
5/18/2022,death,5,5562663,0.09
5/19/2022,death,10,5562663,0.18
5/20/2022,death,2,5562663,0.04
5/21/2022,death,3,5562663,0.05
5/22/2022,death,5,5562663,0.09
5/23/2022,death,7,5562663,0.13
5/24/2022,death,6,5562663,0.11
5/25/2022,death,11,5562663,0.2
5/26/2022,death,4,5562663,0.07
5/27/2022,death,11,5562663,0.2
5/28/2022,death,7,5562663,0.13
5/29/2022,death,2,5562663,0.04
5/30/2022,death,7,5562663,0.13
5/31/2022,death,4,5562663,0.07
6/1/2022,death,5,5562663,0.09
6/2/2022,death,7,5562663,0.13
6/3/2022,death,7,5562663,0.13
6/4/2022,death,9,5562663,0.16
6/5/2022,death,5,5562663,0.09
6/6/2022,death,8,5562663,0.14
6/7/2022,death,6,5562663,0.11
6/8/2022,death,4,5562663,0.07
6/9/2022,death,5,5562663,0.09
6/10/2022,death,0,5562663,0
6/11/2022,death,2,5562663,0.04
6/12/2022,death,2,5562663,0.04
6/13/2022,death,5,5562663,0.09
6/14/2022,death,6,5562663,0.11
6/15/2022,death,5,5562663,0.09
6/16/2022,death,8,5562663,0.14
6/17/2022,death,7,5562663,0.13
6/18/2022,death,4,5562663,0.07
6/19/2022,death,6,5562663,0.11
6/20/2022,death,7,5562663,0.13
6/21/2022,death,2,5562663,0.04
6/22/2022,death,5,5562663,0.09
6/23/2022,death,3,5562663,0.05
6/24/2022,death,12,5562663,0.22
6/25/2022,death,2,5562663,0.04
6/26/2022,death,5,5562663,0.09
6/27/2022,death,6,5562663,0.11
6/28/2022,death,3,5562663,0.05
6/29/2022,death,6,5562663,0.11
6/30/2022,death,2,5562663,0.04
7/1/2022,death,4,5562663,0.07
7/2/2022,death,5,5562663,0.09
7/3/2022,death,4,5562663,0.07
7/4/2022,death,7,5562663,0.13
7/5/2022,death,3,5562663,0.05
7/6/2022,death,6,5562663,0.11
7/7/2022,death,6,5562663,0.11
7/8/2022,death,3,5562663,0.05
7/9/2022,death,5,5562663,0.09
7/10/2022,death,2,5562663,0.04
7/11/2022,death,3,5562663,0.05
7/12/2022,death,5,5562663,0.09
7/13/2022,death,7,5562663,0.13
7/14/2022,death,3,5562663,0.05
7/15/2022,death,8,5562663,0.14
7/16/2022,death,9,5562663,0.16
7/17/2022,death,3,5562663,0.05
7/18/2022,death,6,5562663,0.11
7/19/2022,death,9,5562663,0.16
7/20/2022,death,7,5562663,0.13
7/21/2022,death,8,5562663,0.14
7/22/2022,death,7,5562663,0.13
7/23/2022,death,6,5562663,0.11
7/24/2022,death,2,5562663,0.04
7/25/2022,death,3,5562663,0.05
7/26/2022,death,5,5562663,0.09
7/27/2022,death,4,5562663,0.07
7/28/2022,death,3,5562663,0.05
7/29/2022,death,7,5562663,0.13
7/30/2022,death,2,5562663,0.04
7/31/2022,death,4,5562663,0.07
8/1/2022,death,3,5562663,0.05
8/2/2022,death,5,5562663,0.09
8/3/2022,death,5,5562663,0.09
8/4/2022,death,4,5562663,0.07
8/5/2022,death,4,5562663,0.07
8/6/2022,death,3,5562663,0.05
8/7/2022,death,6,5562663,0.11
8/8/2022,death,7,5562663,0.13
8/9/2022,death,6,5562663,0.11
8/10/2022,death,6,5562663,0.11
8/11/2022,death,4,5562663,0.07
8/12/2022,death,2,5562663,0.04
8/13/2022,death,5,5562663,0.09
8/14/2022,death,2,5562663,0.04
8/15/2022,death,3,5562663,0.05
8/16/2022,death,7,5562663,0.13
8/17/2022,death,5,5562663,0.09
8/18/2022,death,4,5562663,0.07
8/19/2022,death,2,5562663,0.04
8/20/2022,death,6,5562663,0.11
8/21/2022,death,4,5562663,0.07
8/22/2022,death,8,5562663,0.14
8/23/2022,death,5,5562663,0.09
8/24/2022,death,12,5562663,0.22
8/25/2022,death,11,5562663,0.2
8/26/2022,death,6,5562663,0.11
8/27/2022,death,4,5562663,0.07
8/28/2022,death,4,5562663,0.07
8/29/2022,death,11,5562663,0.2
8/30/2022,death,4,5562663,0.07
8/31/2022,death,6,5562663,0.11
9/1/2022,death,6,5562663,0.11
9/2/2022,death,4,5562663,0.07
9/3/2022,death,4,5562663,0.07
9/4/2022,death,7,5562663,0.13
9/5/2022,death,8,5562663,0.14
9/6/2022,death,5,5562663,0.09
9/7/2022,death,4,5562663,0.07
9/8/2022,death,7,5562663,0.13
9/9/2022,death,11,5562663,0.2
9/10/2022,death,2,5562663,0.04
9/11/2022,death,6,5562663,0.11
9/12/2022,death,8,5562663,0.14
9/13/2022,death,6,5562663,0.11
9/14/2022,death,6,5562663,0.11
9/15/2022,death,7,5562663,0.13
9/16/2022,death,2,5562663,0.04
9/17/2022,death,4,5562663,0.07
9/18/2022,death,3,5562663,0.05
9/19/2022,death,5,5562663,0.09
9/20/2022,death,3,5562663,0.05
9/21/2022,death,6,5562663,0.11
9/22/2022,death,6,5562663,0.11
9/23/2022,death,7,5562663,0.13
9/24/2022,death,7,5562663,0.13
9/25/2022,death,5,5562663,0.09
9/26/2022,death,4,5562663,0.07
9/27/2022,death,4,5562663,0.07
9/28/2022,death,5,5562663,0.09
9/29/2022,death,5,5562663,0.09
9/30/2022,death,8,5562663,0.14
10/1/2022,death,6,5562663,0.11
10/2/2022,death,5,5562663,0.09
10/3/2022,death,9,5562663,0.16
10/4/2022,death,6,5562663,0.11
10/5/2022,death,3,5562663,0.05
10/6/2022,death,6,5562663,0.11
10/7/2022,death,5,5562663,0.09
10/8/2022,death,5,5562663,0.09
10/9/2022,death,11,5562663,0.2
10/10/2022,death,3,5562663,0.05
10/11/2022,death,8,5562663,0.14
10/12/2022,death,7,5562663,0.13
10/13/2022,death,6,5562663,0.11
10/14/2022,death,5,5562663,0.09
10/15/2022,death,3,5562663,0.05
10/16/2022,death,5,5562663,0.09
10/17/2022,death,4,5562663,0.07
10/18/2022,death,8,5562663,0.14
10/19/2022,death,2,5562663,0.04
10/20/2022,death,6,5562663,0.11
10/21/2022,death,5,5562663,0.09
10/22/2022,death,5,5562663,0.09
10/23/2022,death,11,5562663,0.2
10/24/2022,death,8,5562663,0.14
10/25/2022,death,8,5562663,0.14
10/26/2022,death,9,5562663,0.16
10/27/2022,death,14,5562663,0.25
10/28/2022,death,5,5562663,0.09
10/29/2022,death,4,5562663,0.07
10/30/2022,death,8,5562663,0.14
10/31/2022,death,5,5562663,0.09
11/1/2022,death,12,5562663,0.22
11/2/2022,death,6,5562663,0.11
11/3/2022,death,6,5562663,0.11
11/4/2022,death,6,5562663,0.11
11/5/2022,death,14,5562663,0.25
11/6/2022,death,9,5562663,0.16
11/7/2022,death,8,5562663,0.14
11/8/2022,death,7,5562663,0.13
11/9/2022,death,7,5562663,0.13
11/10/2022,death,6,5562663,0.11
11/11/2022,death,9,5562663,0.16
11/12/2022,death,10,5562663,0.18
11/13/2022,death,5,5562663,0.09
11/14/2022,death,11,5562663,0.2
11/15/2022,death,6,5562663,0.11
11/16/2022,death,12,5562663,0.22
11/17/2022,death,9,5562663,0.16
11/18/2022,death,6,5562663,0.11
11/19/2022,death,8,5562663,0.14
11/20/2022,death,4,5562663,0.07
11/21/2022,death,10,5562663,0.18
11/22/2022,death,8,5562663,0.14
11/23/2022,death,4,5562663,0.07
11/24/2022,death,10,5562663,0.18
11/25/2022,death,10,5562663,0.18
11/26/2022,death,11,5562663,0.2
11/27/2022,death,8,5562663,0.14
11/28/2022,death,4,5562663,0.07
11/29/2022,death,7,5562663,0.13
11/30/2022,death,5,5562663,0.09
12/1/2022,death,10,5562663,0.18
12/2/2022,death,8,5562663,0.14
12/3/2022,death,10,5562663,0.18
12/4/2022,death,7,5562663,0.13
12/5/2022,death,11,5562663,0.2
12/6/2022,death,6,5562663,0.11
12/7/2022,death,13,5562663,0.23
12/8/2022,death,10,5562663,0.18
12/9/2022,death,7,5562663,0.13
12/10/2022,death,5,5562663,0.09
12/11/2022,death,8,5562663,0.14
12/12/2022,death,10,5562663,0.18
12/13/2022,death,7,5562663,0.13
12/14/2022,death,7,5562663,0.13
12/15/2022,death,9,5562663,0.16
12/16/2022,death,5,5562663,0.09
12/17/2022,death,3,5562663,0.05
12/18/2022,death,7,5562663,0.13
12/19/2022,death,3,5562663,0.05
12/20/2022,death,11,5562663,0.2
12/21/2022,death,2,5562663,0.04
12/22/2022,death,3,5562663,0.05
12/23/2022,death,3,5562663,0.05
12/24/2022,death,6,5562663,0.11
12/25/2022,death,6,5562663,0.11
12/26/2022,death,8,5562663,0.14
12/27/2022,death,6,5562663,0.11
12/28/2022,death,6,5562663,0.11
12/29/2022,death,4,5562663,0.07
12/30/2022,death,8,5562663,0.14
12/31/2022,death,8,5562663,0.14
1/1/2023,death,8,5562663,0.14
1/2/2023,death,9,5562663,0.16
1/3/2023,death,10,5562663,0.18
1/4/2023,death,7,5562663,0.13
1/5/2023,death,8,5562663,0.14
1/6/2023,death,13,5562663,0.23
1/7/2023,death,3,5562663,0.05
1/8/2023,death,6,5562663,0.11
1/9/2023,death,8,5562663,0.14
1/10/2023,death,3,5562663,0.05
1/11/2023,death,2,5562663,0.04
1/12/2023,death,0,5562663,0
1/13/2023,death,0,5562663,0
1/14/2023,death,0,5562663,0
1/15/2023,death,0,5562663,0
1/16/2023,death,0,5562663,0
1/17/2023,death,0,5562663,0
